epoch,step,train_acc,train_loss,val_acc,val_loss
5,2699,0.8389583230018616,,,
6,2749,,0.29683610796928406,,
6,2799,,0.38205090165138245,,
6,2849,,0.26514026522636414,,
6,2899,,0.40845686197280884,,
6,2949,,0.2356366068124771,,
6,2999,,0.4925297498703003,,
6,3049,,0.5412736535072327,,
6,3099,,0.4793184697628021,,
6,3149,,0.35427799820899963,,
6,3149,,,0.8131250143051147,0.4344722628593445
6,3149,0.8465277552604675,,,
7,3199,,0.36008861660957336,,
7,3249,,0.4699174463748932,,
7,3299,,0.464109867811203,,
7,3349,,0.29456424713134766,,
7,3399,,0.38522541522979736,,
7,3449,,0.33505338430404663,,
7,3499,,0.2916542887687683,,
7,3549,,0.2915319800376892,,
7,3599,,0.2962093651294708,,
7,3599,,,0.828125,0.4046751856803894
7,3599,0.8482638597488403,,,
8,3649,,0.4537777900695801,,
8,3699,,0.6632590293884277,,
8,3749,,0.3689059019088745,,
8,3799,,0.1844439059495926,,
8,3849,,0.46891552209854126,,
8,3899,,0.7516669034957886,,
8,3949,,0.5422698259353638,,
8,3999,,0.2705022096633911,,
8,4049,,0.3133055865764618,,
8,4049,,,0.8412500023841858,0.3977142572402954
8,4049,0.8594444394111633,,,
9,4099,,0.31321218609809875,,
9,4149,,0.3954058289527893,,
9,4199,,0.4795394241809845,,
9,4249,,0.3856537938117981,,
9,4299,,0.23807752132415771,,
9,4349,,0.26028698682785034,,
9,4399,,0.3833995759487152,,
9,4449,,0.30293065309524536,,
9,4499,,0.49058759212493896,,
9,4499,,,0.8331249952316284,0.4040842056274414
9,4499,0.8602083325386047,,,
10,4549,,0.3818371891975403,,
10,4599,,0.17415189743041992,,
10,4649,,0.43346062302589417,,
10,4699,,0.479503870010376,,
10,4749,,0.35905951261520386,,
10,4799,,0.5238499641418457,,
10,4849,,0.1445380300283432,,
10,4899,,0.29567423462867737,,
10,4949,,0.3433181643486023,,
10,4949,,,0.8525000214576721,0.39872828125953674
10,4949,0.863402783870697,,,
11,4999,,0.4043000638484955,,
11,5049,,0.1657128930091858,,
11,5099,,0.4412163197994232,,
11,5149,,0.284064382314682,,
11,5199,,0.3458344638347626,,
11,5249,,0.3881012797355652,,
11,5299,,0.5828999876976013,,
11,5349,,0.5454556941986084,,
11,5399,,0.20726792514324188,,
11,5399,,,0.8424999713897705,0.37995341420173645
11,5399,0.8694444298744202,,,
12,5449,,0.510235607624054,,
12,5499,,0.15513551235198975,,
12,5549,,0.3030717670917511,,
12,5599,,0.5763017535209656,,
12,5649,,0.346632719039917,,
12,5699,,0.253996878862381,,
12,5749,,0.3495050072669983,,
12,5799,,0.29253092408180237,,
12,5849,,0.2515246868133545,,
12,5849,,,0.8518750071525574,0.36992084980010986
12,5849,0.8727083206176758,,,
13,5899,,0.26169657707214355,,
13,5949,,0.3891628682613373,,
13,5999,,0.3580567538738251,,
13,6049,,0.4898863434791565,,
13,6099,,0.3413192927837372,,
13,6149,,0.2418416291475296,,
13,6199,,0.166142076253891,,
13,6249,,0.18506702780723572,,
13,6299,,0.3577477037906647,,
13,6299,,,0.8331249952316284,0.40046390891075134
13,6299,0.8722916841506958,,,
14,6349,,0.22865182161331177,,
14,6399,,0.4287410378456116,,
14,6449,,0.6232667565345764,,
14,6499,,0.3559078574180603,,
14,6549,,0.15001818537712097,,
14,6599,,0.24346183240413666,,
14,6649,,0.4341191053390503,,
14,6699,,0.5009580254554749,,
14,6749,,0.16320128738880157,,
14,6749,,,0.8506249785423279,0.3958907425403595
14,6749,0.8713194727897644,,,
15,6799,,0.19833102822303772,,
15,6849,,0.4328281581401825,,
15,6899,,0.23033805191516876,,
15,6949,,0.2833421528339386,,
15,6999,,0.290206640958786,,
15,7049,,0.11671099811792374,,
15,7099,,0.2576793432235718,,
15,7149,,0.3406997621059418,,
15,7199,,0.37680506706237793,,
15,7199,,,0.8287500143051147,0.428327739238739
15,7199,0.8799999952316284,,,
16,7249,,0.5229659676551819,,
16,7299,,0.3004392087459564,,
16,7349,,0.3015655279159546,,
16,7399,,0.2150290161371231,,
16,7449,,0.7495764493942261,,
16,7499,,0.1648523211479187,,
16,7549,,0.10885252058506012,,
16,7599,,0.4459567070007324,,
16,7649,,0.1585901826620102,,
16,7649,,,0.8456249833106995,0.38379406929016113
16,7649,0.8818055391311646,,,
17,7699,,0.3838750720024109,,
17,7749,,0.33704227209091187,,
17,7799,,0.3635154366493225,,
17,7849,,0.1590126007795334,,
17,7899,,0.2668093144893646,,
17,7949,,0.3868642747402191,,
17,7999,,0.5237795114517212,,
17,8049,,0.39431971311569214,,
17,8099,,0.3853066861629486,,
17,8099,,,0.8462499976158142,0.4217495620250702
17,8099,0.8820139169692993,,,
18,8149,,0.4129274785518646,,
18,8199,,0.25094008445739746,,
18,8249,,0.41409850120544434,,
18,8299,,0.3696591258049011,,
18,8349,,0.24363955855369568,,
18,8399,,0.2521522641181946,,
18,8449,,0.17727917432785034,,
18,8499,,0.38113129138946533,,
18,8549,,0.19208794832229614,,
18,8549,,,0.8262500166893005,0.42531144618988037
18,8549,0.8863194584846497,,,
19,8599,,0.27419164776802063,,
19,8649,,0.17363134026527405,,
19,8699,,0.33135542273521423,,
19,8749,,0.21154911816120148,,
19,8799,,0.3016323745250702,,
19,8849,,0.1566881388425827,,
19,8899,,0.14025238156318665,,
19,8949,,0.17032377421855927,,
19,8999,,0.25184211134910583,,
19,8999,,,0.8356249928474426,0.4359423816204071
19,8999,0.8869444727897644,,,
20,9049,,0.3848259150981903,,
20,9099,,0.3011750876903534,,
20,9149,,0.4531679153442383,,
20,9199,,0.2764385938644409,,
20,9249,,0.273470401763916,,
20,9299,,0.5589092373847961,,
20,9349,,0.47235798835754395,,
20,9399,,0.1446809321641922,,
20,9449,,0.21832874417304993,,
20,9449,,,0.8387500047683716,0.4242842495441437
20,9449,0.8907638788223267,,,
21,9499,,0.3819532096385956,,
21,9549,,0.15518417954444885,,
21,9599,,0.1248246356844902,,
21,9649,,0.40687498450279236,,
21,9699,,0.3634656071662903,,
21,9749,,0.3766089677810669,,
21,9799,,0.24788683652877808,,
21,9849,,0.2067551612854004,,
21,9899,,0.22826382517814636,,
21,9899,,,0.8537499904632568,0.3961106836795807
21,9899,0.8890972137451172,,,
22,9949,,0.06898748129606247,,
22,9999,,0.5548339486122131,,
22,10049,,0.19051581621170044,,
22,10099,,0.1943892240524292,,
22,10149,,0.4039493799209595,,
22,10199,,0.07025549560785294,,
22,10249,,0.26318299770355225,,
22,10299,,0.39606162905693054,,
22,10349,,0.3393825590610504,,
22,10349,,,0.8450000286102295,0.4597684442996979
22,10349,0.8968750238418579,,,
23,10399,,0.2422497272491455,,
23,10449,,0.5485856533050537,,
23,10499,,0.09900698065757751,,
23,10549,,0.2619664967060089,,
23,10599,,0.2879759669303894,,
23,10649,,0.19318725168704987,,
23,10699,,0.2997343838214874,,
23,10749,,0.5778682827949524,,
23,10799,,0.1260950118303299,,
23,10799,,,0.8537499904632568,0.4181060791015625
23,10799,0.8925694227218628,,,
24,10849,,0.30557653307914734,,
24,10899,,0.38695985078811646,,
24,10949,,0.17843656241893768,,
24,10999,,0.27335578203201294,,
24,11049,,0.22270111739635468,,
24,11099,,0.4016217887401581,,
24,11149,,0.2145068645477295,,
24,11199,,0.16900575160980225,,
24,11249,,0.1844099462032318,,
24,11249,,,0.8443750143051147,0.4392070770263672
24,11249,0.8986111283302307,,,
25,11299,,0.13549618422985077,,
25,11349,,0.20034444332122803,,
25,11399,,0.15804409980773926,,
25,11449,,0.2838227152824402,,
25,11499,,0.27951446175575256,,
25,11549,,0.31957706809043884,,
25,11599,,0.2554875314235687,,
25,11649,,0.13832929730415344,,
25,11699,,0.10477441549301147,,
25,11699,,,0.8487499952316284,0.4620586037635803
25,11699,0.8991666436195374,,,
26,11749,,0.24913936853408813,,
26,11799,,0.061626531183719635,,
26,11849,,0.24972794950008392,,
26,11899,,0.20697858929634094,,
26,11949,,0.15416717529296875,,
26,11999,,0.2729509770870209,,
26,12049,,0.16997547447681427,,
26,12099,,0.3430401682853699,,
26,12149,,0.47195908427238464,,
26,12149,,,0.8443750143051147,0.4369557201862335
26,12149,0.902013897895813,,,
27,12199,,0.3393784463405609,,
27,12249,,0.15161937475204468,,
27,12299,,0.5624680519104004,,
27,12349,,0.13743355870246887,,
27,12399,,0.2388002723455429,,
27,12449,,0.16335558891296387,,
27,12499,,0.3035770058631897,,
27,12549,,0.24445252120494843,,
27,12599,,0.3277643024921417,,
27,12599,,,0.8212500214576721,0.48786696791648865
27,12599,0.9061111211776733,,,
28,12649,,0.17974825203418732,,
28,12699,,0.07419300824403763,,
28,12749,,0.23478537797927856,,
28,12799,,0.11701980233192444,,
28,12849,,0.24573001265525818,,
28,12899,,0.15595637261867523,,
28,12949,,0.08976446837186813,,
28,12999,,0.2762667238712311,,
28,13049,,0.32233554124832153,,
28,13049,,,0.8531249761581421,0.4255332052707672
28,13049,0.9045138955116272,,,
29,13099,,0.22848524153232574,,
29,13149,,0.22892561554908752,,
29,13199,,0.23348751664161682,,
29,13249,,0.3082467019557953,,
29,13299,,0.28319188952445984,,
29,13349,,0.1388077437877655,,
29,13399,,0.23206467926502228,,
29,13449,,0.17667680978775024,,
29,13499,,0.16212260723114014,,
29,13499,,,0.8362500071525574,0.4633013606071472
29,13499,0.9110416769981384,,,
30,13549,,0.34686946868896484,,
30,13599,,0.1888180524110794,,
30,13649,,0.23766829073429108,,
30,13699,,0.21731612086296082,,
30,13749,,0.20584948360919952,,
30,13799,,0.21251775324344635,,
30,13849,,0.21115010976791382,,
30,13899,,0.293721079826355,,
30,13949,,0.12023606896400452,,
30,13949,,,0.840624988079071,0.4682294428348541
30,13949,0.9110416769981384,,,
31,13999,,0.324913889169693,,
31,14049,,0.14240288734436035,,
31,14099,,0.19089975953102112,,
31,14149,,0.23791377246379852,,
31,14199,,0.7941127419471741,,
31,14249,,0.40445879101753235,,
31,14299,,0.3315272927284241,,
31,14349,,0.37049227952957153,,
31,14399,,0.14047640562057495,,
31,14399,,,0.8506249785423279,0.49550700187683105
31,14399,0.9125694632530212,,,
32,14449,,0.09658730030059814,,
32,14499,,0.32525864243507385,,
32,14549,,0.17002908885478973,,
32,14599,,0.12309005111455917,,
32,14649,,0.2386971265077591,,
32,14699,,0.3479272723197937,,
32,14749,,0.2616610825061798,,
32,14799,,0.2023024708032608,,
32,14849,,0.23595315217971802,,
32,14849,,,0.8393750190734863,0.4960234463214874
32,14849,0.9118750095367432,,,
33,14899,,0.07270446419715881,,
33,14949,,0.28574228286743164,,
33,14999,,0.15560190379619598,,
33,15049,,0.1948815882205963,,
33,15099,,0.19107528030872345,,
33,15149,,0.05437208712100983,,
33,15199,,0.14126066863536835,,
33,15249,,0.8473115563392639,,
33,15299,,0.35391131043434143,,
33,15299,,,0.8487499952316284,0.4779120981693268
33,15299,0.9131944179534912,,,
34,15349,,0.12557141482830048,,
34,15399,,0.09858910739421844,,
34,15449,,0.1855340301990509,,
34,15499,,0.5097541213035583,,
34,15549,,0.05167455971240997,,
34,15599,,0.19803094863891602,,
34,15649,,0.08842656761407852,,
34,15699,,0.05053127184510231,,
34,15749,,0.39168697595596313,,
34,15749,,,0.8431249856948853,0.4893908202648163
34,15749,0.9162499904632568,,,
35,15799,,0.21856091916561127,,
35,15849,,0.18336327373981476,,
35,15899,,0.06855230033397675,,
35,15949,,0.20348051190376282,,
35,15999,,0.39463484287261963,,
35,16049,,0.08208541572093964,,
35,16099,,0.4962937533855438,,
35,16149,,0.13890361785888672,,
35,16199,,0.5139374732971191,,
35,16199,,,0.8356249928474426,0.593604564666748
35,16199,0.9159722328186035,,,
36,16249,,0.19610600173473358,,
36,16299,,0.13523997366428375,,
36,16349,,0.11163439601659775,,
36,16399,,0.04986786097288132,,
36,16449,,0.13138748705387115,,
36,16499,,0.15209834277629852,,
36,16549,,0.2428145855665207,,
36,16599,,0.15082554519176483,,
36,16649,,0.25625598430633545,,
36,16649,,,0.84375,0.5010021924972534
36,16649,0.9177083373069763,,,
37,16699,,0.41435712575912476,,
37,16749,,0.10582185536623001,,
37,16799,,0.1599835306406021,,
37,16849,,0.15421104431152344,,
37,16899,,0.2777439057826996,,
37,16949,,0.08768129348754883,,
37,16999,,1.0311188697814941,,
37,17049,,0.1094813197851181,,
37,17099,,0.18368622660636902,,
37,17099,,,0.846875011920929,0.5011587142944336
37,17099,0.9158333539962769,,,
38,17149,,0.10241810232400894,,
38,17199,,0.1521461009979248,,
38,17249,,0.16998882591724396,,
38,17299,,0.1921449899673462,,
38,17349,,0.2644715905189514,,
38,17399,,0.12835195660591125,,
38,17449,,0.07109249383211136,,
38,17499,,0.1753069907426834,,
38,17549,,0.04296617582440376,,
38,17549,,,0.856249988079071,0.5599466562271118
38,17549,0.925208330154419,,,
39,17599,,0.24844786524772644,,
39,17649,,0.12593764066696167,,
39,17699,,0.1742359697818756,,
39,17749,,0.2588355243206024,,
39,17799,,0.19164998829364777,,
39,17849,,0.1976078748703003,,
39,17899,,0.27911877632141113,,
39,17949,,0.07545977085828781,,
39,17999,,0.3468223512172699,,
39,17999,,,0.8424999713897705,0.5399236083030701
39,17999,0.9213194251060486,,,
40,18049,,0.08363901823759079,,
40,18099,,0.3015102446079254,,
40,18149,,0.09115961194038391,,
40,18199,,0.26120680570602417,,
40,18249,,0.20195814967155457,,
40,18299,,0.13356532156467438,,
40,18349,,0.5717649459838867,,
40,18399,,0.14842641353607178,,
40,18449,,0.48493126034736633,,
40,18449,,,0.840624988079071,0.5321694016456604
40,18449,0.9240278005599976,,,
41,18499,,0.12029651552438736,,
41,18549,,0.14634722471237183,,
41,18599,,0.0812142938375473,,
41,18649,,0.1671513020992279,,
41,18699,,0.25068289041519165,,
41,18749,,0.28006401658058167,,
41,18799,,0.07054675370454788,,
41,18849,,0.11816299706697464,,
41,18899,,0.07370073348283768,,
41,18899,,,0.8399999737739563,0.558477520942688
41,18899,0.9295833110809326,,,
42,18949,,0.10681682825088501,,
42,18999,,0.09366938471794128,,
42,19049,,0.07975105941295624,,
42,19099,,0.05884895101189613,,
42,19149,,0.24703118205070496,,
42,19199,,0.10116609185934067,,
42,19249,,0.26506567001342773,,
42,19299,,0.1507425159215927,,
42,19349,,0.23428115248680115,,
42,19349,,,0.8512499928474426,0.5737832188606262
42,19349,0.9270138740539551,,,
43,19399,,0.14785835146903992,,
43,19449,,0.11287898570299149,,
43,19499,,0.17802618443965912,,
43,19549,,0.12502969801425934,,
43,19599,,0.21142229437828064,,
43,19649,,0.2325226068496704,,
43,19699,,0.0691823959350586,,
43,19749,,0.1012129858136177,,
43,19799,,0.10460377484560013,,
43,19799,,,0.8537499904632568,0.5684689879417419
43,19799,0.929652750492096,,,
44,19849,,0.37229037284851074,,
44,19899,,0.2839582562446594,,
44,19949,,0.22646646201610565,,
44,19999,,0.1623896062374115,,
44,20049,,0.16740599274635315,,
44,20099,,0.20132406055927277,,
44,20149,,0.24545806646347046,,
44,20199,,0.10040923207998276,,
44,20249,,0.12907540798187256,,
44,20249,,,0.8418750166893005,0.578260064125061
44,20249,0.9305555820465088,,,
45,20299,,0.09630843997001648,,
45,20349,,0.12543295323848724,,
45,20399,,0.1587613821029663,,
45,20449,,0.18397369980812073,,
45,20499,,0.339450478553772,,
45,20549,,0.06135515496134758,,
45,20599,,0.13285624980926514,,
45,20649,,0.2158937156200409,,
45,20699,,0.08717264980077744,,
45,20699,,,0.8399999737739563,0.6354362368583679
45,20699,0.934374988079071,,,
46,20749,,0.10202476382255554,,
46,20799,,0.02764309197664261,,
46,20849,,0.16832149028778076,,
46,20899,,0.10435767471790314,,
46,20949,,0.15599097311496735,,
46,20999,,0.18016697466373444,,
46,21049,,0.2292623370885849,,
46,21099,,0.357216477394104,,
46,21149,,0.10400716215372086,,
46,21149,,,0.8381249904632568,0.6120325326919556
46,21149,0.9350000023841858,,,
47,21199,,0.15891146659851074,,
47,21249,,0.06067384034395218,,
47,21299,,0.47858139872550964,,
47,21349,,0.24113258719444275,,
47,21399,,0.07618501782417297,,
47,21449,,0.1365136057138443,,
47,21499,,0.04890771582722664,,
47,21549,,0.10413724184036255,,
47,21599,,0.10333818197250366,,
47,21599,,,0.8418750166893005,0.5784071087837219
47,21599,0.9352083206176758,,,
48,21649,,0.08315059542655945,,
48,21699,,0.044652730226516724,,
48,21749,,0.08248790353536606,,
48,21799,,0.2789355218410492,,
48,21849,,0.07183223962783813,,
48,21899,,0.05119066312909126,,
48,21949,,0.05235633626580238,,
48,21999,,0.2898015081882477,,
48,22049,,0.20758190751075745,,
48,22049,,,0.8374999761581421,0.5997426509857178
48,22049,0.9384722113609314,,,
49,22099,,0.14155007898807526,,
49,22149,,0.06126938387751579,,
49,22199,,0.09942439943552017,,
49,22249,,0.1520780473947525,,
49,22299,,0.055159151554107666,,
49,22349,,0.11344508826732635,,
49,22399,,0.07725245505571365,,
49,22449,,0.16108250617980957,,
49,22499,,0.05064466968178749,,
49,22499,,,0.840624988079071,0.618897557258606
49,22499,0.9399999976158142,,,
50,22549,,0.17565645277500153,,
50,22599,,0.1543734073638916,,
50,22649,,0.2246415913105011,,
50,22699,,0.12701556086540222,,
50,22749,,0.13866905868053436,,
50,22799,,0.38935309648513794,,
50,22849,,0.30535298585891724,,
50,22899,,0.12601391971111298,,
50,22949,,0.07235069572925568,,
50,22949,,,0.8587499856948853,0.5965374112129211
50,22949,0.9418749809265137,,,
51,22999,,0.17779497802257538,,
51,23049,,0.12482226639986038,,
51,23099,,0.13948318362236023,,
51,23149,,0.05781388282775879,,
51,23199,,0.09305986016988754,,
51,23249,,0.26311829686164856,,
51,23299,,0.26283711194992065,,
51,23349,,0.17020581662654877,,
51,23399,,0.15901857614517212,,
51,23399,,,0.8450000286102295,0.6938672065734863
51,23399,0.9431944489479065,,,
52,23449,,0.20136986672878265,,
52,23499,,0.11187078058719635,,
52,23549,,0.09246724843978882,,
52,23599,,0.09674298018217087,,
52,23649,,0.04928439110517502,,
52,23699,,0.03399370238184929,,
52,23749,,0.07297524064779282,,
52,23799,,0.19011381268501282,,
52,23849,,0.14966914057731628,,
52,23849,,,0.8374999761581421,0.6562797427177429
52,23849,0.9436110854148865,,,
53,23899,,0.01297291461378336,,
53,23949,,0.2046743482351303,,
53,23999,,0.0934189185500145,,
53,24049,,0.17078757286071777,,
53,24099,,0.04681398719549179,,
53,24149,,0.07085718959569931,,
53,24199,,0.09145931899547577,,
53,24249,,0.09538453817367554,,
53,24299,,0.11012689769268036,,
53,24299,,,0.8299999833106995,0.6294964551925659
53,24299,0.9429861307144165,,,
54,24349,,0.1083206981420517,,
54,24399,,0.07914790511131287,,
54,24449,,0.1313924342393875,,
54,24499,,0.08662442117929459,,
54,24549,,0.01209178101271391,,
54,24599,,0.10873264074325562,,
54,24649,,0.11646685749292374,,
54,24699,,0.6131173372268677,,
54,24749,,0.477806031703949,,
54,24749,,,0.8443750143051147,0.6903384327888489
54,24749,0.9451388716697693,,,
55,24799,,0.1082262471318245,,
55,24849,,0.05393470823764801,,
55,24899,,0.05241699144244194,,
55,24949,,0.2092040479183197,,
55,24999,,0.035807035863399506,,
55,25049,,0.10228098183870316,,
55,25099,,0.08236511796712875,,
55,25149,,0.09391787648200989,,
55,25199,,0.12941992282867432,,
55,25199,,,0.8543750047683716,0.6844677925109863
55,25199,0.9483333230018616,,,
56,25249,,0.0973023995757103,,
56,25299,,0.04708545282483101,,
56,25349,,0.08057640492916107,,
56,25399,,0.06553773581981659,,
56,25449,,0.021537046879529953,,
56,25499,,0.08795259892940521,,
56,25549,,0.15049859881401062,,
56,25599,,0.09517325460910797,,
56,25649,,0.03219902142882347,,
56,25649,,,0.8456249833106995,0.7485557794570923
56,25649,0.9477777481079102,,,
57,25699,,0.023816928267478943,,
57,25749,,0.05178774893283844,,
57,25799,,0.061866842210292816,,
57,25849,,0.05302827060222626,,
57,25899,,0.06145772337913513,,
57,25949,,0.04705539345741272,,
57,25999,,0.20794440805912018,,
57,26049,,0.2520183026790619,,
57,26099,,0.18705272674560547,,
57,26099,,,0.8487499952316284,0.7086880207061768
57,26099,0.9497222304344177,,,
58,26149,,0.1417224258184433,,
58,26199,,0.3726634085178375,,
58,26249,,0.11257388442754745,,
58,26299,,0.12512074410915375,,
58,26349,,0.07296566665172577,,
58,26399,,0.026121683418750763,,
58,26449,,0.0608399361371994,,
58,26499,,0.05565772205591202,,
58,26549,,0.11197801679372787,,
58,26549,,,0.846875011920929,0.7813723683357239
58,26549,0.9485416412353516,,,
59,26599,,0.09443932771682739,,
59,26649,,0.06846310198307037,,
59,26699,,0.04620352387428284,,
59,26749,,0.07518161088228226,,
59,26799,,0.22025570273399353,,
59,26849,,0.15350960195064545,,
59,26899,,0.119777150452137,,
59,26949,,0.013341949321329594,,
59,26999,,0.23289410769939423,,
59,26999,,,0.8237500190734863,0.794830858707428
59,26999,0.9518749713897705,,,
60,27049,,0.11743244528770447,,
60,27099,,0.1347043663263321,,
60,27149,,0.0544719398021698,,
60,27199,,0.0037110724952071905,,
60,27249,,0.07888166606426239,,
60,27299,,0.13188958168029785,,
60,27349,,0.1166071817278862,,
60,27399,,0.22627395391464233,,
60,27449,,0.19358836114406586,,
60,27449,,,0.8418750166893005,0.7915385365486145
60,27449,0.9500694274902344,,,
61,27499,,0.03900856152176857,,
61,27549,,0.14982859790325165,,
61,27599,,0.1791553944349289,,
61,27649,,0.30501583218574524,,
61,27699,,0.030522387474775314,,
61,27749,,0.021610908210277557,,
61,27799,,0.061233725398778915,,
61,27849,,0.22578266263008118,,
61,27899,,0.0304152499884367,,
61,27899,,,0.828125,0.9413074254989624
61,27899,0.9570139050483704,,,
62,27949,,0.3272036910057068,,
62,27999,,0.03923789784312248,,
62,28049,,0.05325975641608238,,
62,28099,,0.2536788880825043,,
62,28149,,0.07812432199716568,,
62,28199,,0.17940422892570496,,
62,28249,,0.07810013741254807,,
62,28299,,0.14868365228176117,,
62,28349,,0.03260667994618416,,
62,28349,,,0.840624988079071,0.8649091124534607
62,28349,0.9557638764381409,,,
63,28399,,0.010734403505921364,,
63,28449,,0.05698278173804283,,
63,28499,,0.09973158687353134,,
63,28549,,0.3533462882041931,,
63,28599,,0.13400417566299438,,
63,28649,,0.20115622878074646,,
63,28699,,0.16921961307525635,,
63,28749,,0.036599718034267426,,
63,28799,,0.1373502016067505,,
63,28799,,,0.8481249809265137,0.8706251382827759
63,28799,0.9558333158493042,,,
64,28849,,0.08166897296905518,,
64,28899,,0.013762691989541054,,
64,28949,,0.0801003947854042,,
64,28999,,0.09712030738592148,,
64,29049,,0.10019485652446747,,
64,29099,,0.06663506478071213,,
64,29149,,0.13707542419433594,,
64,29199,,0.04776473343372345,,
64,29249,,0.07358365505933762,,
64,29249,,,0.84375,0.9095752239227295
64,29249,0.9586111307144165,,,
65,29299,,0.03940492495894432,,
65,29349,,0.05649653822183609,,
65,29399,,0.05633039399981499,,
65,29449,,0.04652008041739464,,
65,29499,,0.12042104452848434,,
65,29549,,0.08118871599435806,,
65,29599,,0.037291593849658966,,
65,29649,,0.0528312548995018,,
65,29699,,0.0811840370297432,,
65,29699,,,0.8387500047683716,0.9767739772796631
65,29699,0.9581249952316284,,,
66,29749,,0.057466767728328705,,
66,29799,,0.031943537294864655,,
66,29849,,0.05729161202907562,,
66,29899,,0.06399022042751312,,
66,29949,,0.05275696888566017,,
66,29999,,0.10356956720352173,,
66,30049,,0.05065608769655228,,
66,30099,,0.025595422834157944,,
66,30149,,0.05112708732485771,,
66,30149,,,0.8443750143051147,0.9643639326095581
66,30149,0.9588194489479065,,,
67,30199,,0.1935802847146988,,
67,30249,,0.03603294864296913,,
67,30299,,0.0238952673971653,,
67,30349,,0.059371236711740494,,
67,30399,,0.05262260138988495,,
67,30449,,0.011718248948454857,,
67,30499,,0.036009203642606735,,
67,30549,,0.15598353743553162,,
67,30599,,0.12267757207155228,,
67,30599,,,0.8368750214576721,1.0442821979522705
67,30599,0.9595139026641846,,,
